type,model,size,inductance,dcr,staturation_current,temperature_rise_current
磁封胶功率电感,FNR5015S1R0NT,5.0*5.0*1.5,1.0uH,0.046Ω,4.5A,2.8A
磁封胶功率电感,FNR5015S1R5NT,5.0*5.0*1.5,1.5uH,0.065Ω,3.5A,2.5A
磁封胶功率电感,FNR5015S2R2NT,5.0*5.0*1.5,2.2uH,0.085Ω,3A,2.2A
磁封胶功率电感,FNR5015S3R3NT,5.0*5.0*1.5,3.3uH,0.104Ω,2.5A,1.9A
磁封胶功率电感,FNR5015S4R7NT,5.0*5.0*1.5,4.7uH,0.13Ω,2.1A,1.6A
磁封胶功率电感,FNR5015S6R8MT,5.0*5.0*1.5,6.8uH,0.195Ω,1.65A,1.4A
磁封胶功率电感,FNR5015S100MT,5.0*5.0*1.5,10uH,0.26Ω,1.45A,1.2A
磁封胶功率电感,FNR5015S150MT,5.0*5.0*1.5,15uH,0.416Ω,1.2A,0.85A
磁封胶功率电感,FNR5015S220MT,5.0*5.0*1.5,22uH,0.585Ω,1A,0.75A
磁封胶功率电感,FNR5015S330MT,5.0*5.0*1.5,33uH,1.01Ω,0.95A,0.58A
磁封胶功率电感,FNR5015S470MT,5.0*5.0*1.5,47uH,1.56Ω,0.88A,0.4A
磁封胶功率电感,FNR5015S680MT,5.0*5.0*1.5,68uH,2.47Ω,0.72A,0.35A
磁封胶功率电感,FNR5020SR22NT,5.0*5.0*2.0,0.22uH,0.011Ω,9A,5.3A
磁封胶功率电感,FNR5020SR24NT,5.0*5.0*2.0,0.24uH,0.011Ω,8A,5.3A
磁封胶功率电感,FNR5020SR47NT,5.0*5.0*2.0,0.47uH,0.017Ω,6.15A,4.6A
磁封胶功率电感,FNR5020SR56NT,5.0*5.0*2.0,0.56uH,0.022Ω,8.5A,3.8A
磁封胶功率电感,FNR5020SR68NT,5.0*5.0*2.0,0.68uH,0.022Ω,5.5A,4A
磁封胶功率电感,FNR5020SR75NT,5.0*5.0*2.0,0.75uH,0.022Ω,5.5A,4A
磁封胶功率电感,FNR5020S1R0NT,5.0*5.0*2.0,1.0uH,0.026Ω,4.1A,3.8A
磁封胶功率电感,FNR5020S1R2NT,5.0*5.0*2.0,1.2uH,0.029Ω,4.5A,3.55A
磁封胶功率电感,FNR5020S1R5NT,5.0*5.0*2.0,1.5uH,0.034Ω,4.1A,3.2A
磁封胶功率电感,FNR5020S2R2NT,5.0*5.0*2.0,2.2uH,0.042Ω,3.2A,2.9A
磁封胶功率电感,FNR5020S2R7NT,5.0*5.0*2.0,2.7uH,0.049Ω,2.9A,2.7A
磁封胶功率电感,FNR5020S3R0NT,5.0*5.0*2.0,3.0uH,0.049Ω,2.55A,2.7A
磁封胶功率电感,FNR5020S3R3NT,5.0*5.0*2.0,3.3uH,0.056Ω,2.55A,2.5A
磁封胶功率电感,FNR5020S3R6NT,5.0*5.0*2.0,3.6uH,0.056Ω,2.8A,2.5A
磁封胶功率电感,FNR5020S3R9NT,5.0*5.0*2.0,3.9uH,0.056Ω,2.3A,2.5A
磁封胶功率电感,FNR5020S4R3MT,5.0*5.0*2.0,4.3uH,0.074Ω,2.5A,2.2A
磁封胶功率电感,FNR5020S4R7MT,5.0*5.0*2.0,4.7uH,0.074Ω,2.5A,2.2A
磁封胶功率电感,FNR5020S5R1MT,5.0*5.0*2.0,5.1uH,0.083Ω,2.25A,2.05A
磁封胶功率电感,FNR5020S5R6MT,5.0*5.0*2.0,5.6uH,0.083Ω,2.3A,2.05A
磁封胶功率电感,FNR5020S6R8MT,5.0*5.0*2.0,6.8uH,0.108Ω,2.05A,1.8A
磁封胶功率电感,FNR5020S7R5MT,5.0*5.0*2.0,7.5uH,0.117Ω,1.85A,1.75A
磁封胶功率电感,FNR5020S8R2MT,5.0*5.0*2.0,8.2uH,0.127Ω,1.85A,1.65A
磁封胶功率电感,FNR5020S9R1MT,5.0*5.0*2.0,9.1uH,0.143Ω,1.7A,1.55A
磁封胶功率电感,FNR5020S100MT,5.0*5.0*2.0,10uH,0.143Ω,1.7A,1.55A
磁封胶功率电感,FNR5020S120MT,5.0*5.0*2.0,12uH,0.182Ω,1.5A,1.4A
磁封胶功率电感,FNR5020S150MT,5.0*5.0*2.0,15uH,0.215Ω,1.35A,1.25A
磁封胶功率电感,FNR5020S180MT,5.0*5.0*2.0,18uH,0.26Ω,1.25A,1.15A
磁封胶功率电感,FNR5020S220MT,5.0*5.0*2.0,22uH,0.294Ω,1.15A,1.1A
磁封胶功率电感,FNR5020S330MT,5.0*5.0*2.0,33uH,0.507Ω,0.92A,0.9A
磁封胶功率电感,FNR5020S470MT,5.0*5.0*2.0,47uH,0.68Ω,0.77A,0.77A
磁封胶功率电感,FNR5020S560MT,5.0*5.0*2.0,56uH,0.819Ω,0.77A,0.7A
磁封胶功率电感,FNR5020S680MT,5.0*5.0*2.0,68uH,0.962Ω,0.65A,0.64A
磁封胶功率电感,FNR5020S820MT,5.0*5.0*2.0,82uH,1.158Ω,0.65A,0.5A
磁封胶功率电感,FNR5020S101MT,5.0*5.0*2.0,100uH,1.43Ω,0.53A,0.53A
磁封胶功率电感,FNR5020S121MT,5.0*5.0*2.0,120uH,1.755Ω,0.42A,0.4A
磁封胶功率电感,FNR5020S201MT,5.0*5.0*2.0,200uH,2.6Ω,0.3A,0.4A
磁封胶功率电感,FNR5030SR47NT,5.0*5.0*3.0,0.47uH,0.013Ω,9A,5A
磁封胶功率电感,FNR5030S1R0NT,5.0*5.0*3.0,1.0uH,0.02Ω,6.65A,4A
磁封胶功率电感,FNR5030S1R5NT,5.0*5.0*3.0,1.5uH,0.021Ω,4.8A,3.9A
磁封胶功率电感,FNR5030S2R2MT,5.0*5.0*3.0,2.2uH,0.03Ω,4.2A,3.5A
磁封胶功率电感,FNR5030S3R3MT,5.0*5.0*3.0,3.3uH,0.039Ω,3.6A,3A
磁封胶功率电感,FNR5030S4R7MT,5.0*5.0*3.0,4.7uH,0.046Ω,3.1A,2.6A
磁封胶功率电感,FNR5030S6R8MT,5.0*5.0*3.0,6.8uH,0.068Ω,2.5A,2.3A
磁封胶功率电感,FNR5030S100MT,5.0*5.0*3.0,10uH,0.091Ω,1.9A,1.7A
磁封胶功率电感,FNR5030S150MT,5.0*5.0*3.0,15uH,0.163Ω,1.6A,1.4A
磁封胶功率电感,FNR5030S220MT,5.0*5.0*3.0,22uH,0.234Ω,1.4A,1.05A
磁封胶功率电感,FNR5030S270MT,5.0*5.0*3.0,27uH,0.247Ω,1.3A,0.9A
磁封胶功率电感,FNR5030S330MT,5.0*5.0*3.0,33uH,0.293Ω,1.15A,0.8A
磁封胶功率电感,FNR5030S470MT,5.0*5.0*3.0,47uH,0.423Ω,0.95A,0.7A
磁封胶功率电感,FNR5030S560MT,5.0*5.0*3.0,56uH,0.546Ω,0.89A,0.65A
磁封胶功率电感,FNR5030S680MT,5.0*5.0*3.0,68uH,0.618Ω,0.85A,0.6A
磁封胶功率电感,FNR5030S101MT,5.0*5.0*3.0,100uH,0.936Ω,0.58A,0.59A
磁封胶功率电感,FNR5030S151MT,5.0*5.0*3.0,150uH,1.37Ω,0.56A,0.55A
磁封胶功率电感,FNR5030S221MT,5.0*5.0*3.0,220uH,1.69Ω,0.5A,0.45A
磁封胶功率电感,FNR5040SR22MT,5.0*5.0*4.0,0.22uH,0.008Ω,18A,6.5A
磁封胶功率电感,FNR5040SR24NT,5.0*5.0*4.0,0.24uH,0.008Ω,15.7A,6.4A
磁封胶功率电感,FNR5040SR47MT,5.0*5.0*4.0,0.47uH,0.009Ω,10A,6.6A
磁封胶功率电感,FNR5040S1R0NT,5.0*5.0*4.0,1.0uH,0.016Ω,7.35A,4.9A
磁封胶功率电感,FNR5040S1R2NT,5.0*5.0*4.0,1.2uH,0.021Ω,6.5A,4.15A
磁封胶功率电感,FNR5040S1R5NT,5.0*5.0*4.0,1.5uH,0.02Ω,6.3A,4.3A
磁封胶功率电感,FNR5040S1R8MT,5.0*5.0*4.0,1.8uH,0.021Ω,5.5A,4.15A
磁封胶功率电感,FNR5040S2R2NT,5.0*5.0*4.0,2.2uH,0.025Ω,4.9A,3.8A
磁封胶功率电感,FNR5040S2R7NT,5.0*5.0*4.0,2.7uH,0.029Ω,4.3A,3.6A
磁封胶功率电感,FNR5040S3R0NT,5.0*5.0*4.0,3.0uH,0.029Ω,4.15A,3.6A
磁封胶功率电感,FNR5040S3R3NT,5.0*5.0*4.0,3.3uH,0.031Ω,3.95A,3.4A
磁封胶功率电感,FNR5040S3R6MT,5.0*5.0*4.0,3.6uH,0.034Ω,3.8A,3.3A
磁封胶功率电感,FNR5040S3R9NT,5.0*5.0*4.0,3.9uH,0.035Ω,3.55A,3.2A
磁封胶功率电感,FNR5040S4R7NT,5.0*5.0*4.0,4.7uH,0.039Ω,3.5A,3A
磁封胶功率电感,FNR5040S5R6MT,5.0*5.0*4.0,5.6uH,0.046Ω,3A,2.8A
磁封胶功率电感,FNR5040S6R8MT,5.0*5.0*4.0,6.8uH,0.056Ω,2.9A,2.5A
磁封胶功率电感,FNR5040S8R2MT,5.0*5.0*4.0,8.2uH,0.062Ω,2.7A,2.3A
磁封胶功率电感,FNR5040S100MT,5.0*5.0*4.0,10uH,0.083Ω,2.35A,2.1A
磁封胶功率电感,FNR5040S120MT,5.0*5.0*4.0,12uH,0.1Ω,2.2A,2A
磁封胶功率电感,FNR5040S150MT,5.0*5.0*4.0,15uH,0.112Ω,2A,2A
磁封胶功率电感,FNR5040S180MT,5.0*5.0*4.0,18uH,0.155Ω,1.7A,1.45A
磁封胶功率电感,FNR5040S220MT,5.0*5.0*4.0,22uH,0.168Ω,1.6A,1.5A
磁封胶功率电感,FNR5040S270MT,5.0*5.0*4.0,27uH,0.244Ω,1.52A,1.1A
磁封胶功率电感,FNR5040S330MT,5.0*5.0*4.0,33uH,0.244Ω,1.3A,1.2A
磁封胶功率电感,FNR5040S470MT,5.0*5.0*4.0,47uH,0.354Ω,1.1A,1A
磁封胶功率电感,FNR5040S510MT,5.0*5.0*4.0,51uH,0.494Ω,1A,1A
磁封胶功率电感,FNR5040S560MT,5.0*5.0*4.0,56uH,0.494Ω,1.05A,0.8A
磁封胶功率电感,FNR5040S680MT,5.0*5.0*4.0,68uH,0.52Ω,0.9A,0.8A
磁封胶功率电感,FNR5040S750MT,5.0*5.0*4.0,75uH,0.585Ω,0.85A,0.72A
磁封胶功率电感,FNR5040S101MT,5.0*5.0*4.0,100uH,0.728Ω,0.75A,0.7A
磁封胶功率电感,FNR5040S151MT,5.0*5.0*4.0,150uH,0.975Ω,0.65A,0.6A
磁封胶功率电感,FNR5040S221MT,5.0*5.0*4.0,220uH,1.82Ω,0.48A,0.4A
磁封胶功率电感,FNR5040S301MT,5.0*5.0*4.0,300uH,2.6Ω,0.5A,0.35A
磁封胶功率电感,FNR5040S331MT,5.0*5.0*4.0,330uH,2.73Ω,0.42A,0.4A
磁封胶功率电感,FNR5040S471MT,5.0*5.0*4.0,470uH,3.9Ω,0.37A,0.35A
磁封胶功率电感,FNR5040S561MT,5.0*5.0*4.0,560uH,4.92Ω,0.31A,0.31A
磁封胶功率电感,FNR5040S681MT,5.0*5.0*4.0,680uH,5.07Ω,0.3A,0.25A
磁封胶功率电感,FNR5040S102MT,5.0*5.0*4.0,1000uH,7.8Ω,0.21A,0.2A
磁封胶功率电感,FNR5040S332MT,5.0*5.0*4.0,3300uH,25.2Ω,0.14A,0.1A
磁封胶功率电感,FNR5040S392MT,5.0*5.0*4.0,3900uH,30.55Ω,0.125A,0.1A
磁封胶功率电感,FNR5040S472MT,5.0*5.0*4.0,4700uH,45.5Ω,0.11A,0.08A
磁封胶功率电感,FNR5040S502MT,5.0*5.0*4.0,5000uH,43.16Ω,0.11A,0.085A
磁封胶功率电感,FNR5040S562MT,5.0*5.0*4.0,5600uH,50.7Ω,0.105A,0.08A
磁封胶功率电感,FNR5040S682MT,5.0*5.0*4.0,6800uH,55.9Ω,0.09A,0.075A
磁封胶功率电感,FNR5040S822MT,5.0*5.0*4.0,8200uH,55.9Ω,0.07A,0.075A
磁封胶功率电感,FNR5040S103MT,5.0*5.0*4.0,10000uH,58.5Ω,0.065A,0.075A
磁封胶功率电感,FNR5045S2R2MT,5.0*5.0*4.5,2.2uH,0.029Ω,6.4A,4.7A
磁封胶功率电感,FNR5045S100MT,5.0*5.0*4.5,10uH,0.079Ω,3.2A,2.5A
磁封胶功率电感,FNR5045S220MT,5.0*5.0*4.5,22uH,0.163Ω,2A,1.55A
磁封胶功率电感,FNR6020SR50NT,6.0*6.0*2.0,0.50uH,0.018Ω,4.5A,4A
磁封胶功率电感,FNR6020SR68NT,6.0*6.0*2.0,0.68uH,0.022Ω,6.55A,3.8A
磁封胶功率电感,FNR6020SR82NT,6.0*6.0*2.0,0.82uH,0.022Ω,5.3A,3.8A
磁封胶功率电感,FNR6020S1R0NT,6.0*6.0*2.0,1.0uH,0.02Ω,4.15A,3.5A
磁封胶功率电感,FNR6020S1R2NT,6.0*6.0*2.0,1.2uH,0.029Ω,5.9A,3.2A
磁封胶功率电感,FNR6020S1R5NT,6.0*6.0*2.0,1.5uH,0.029Ω,4.25A,3.2A
磁封胶功率电感,FNR6020S1R8NT,6.0*6.0*2.0,1.8uH,0.036Ω,4.85A,2.75A
磁封胶功率电感,FNR6020S2R0NT,6.0*6.0*2.0,2.0uH,0.046Ω,4.1A,2.6A
磁封胶功率电感,FNR6020S2R2NT,6.0*6.0*2.0,2.2uH,0.036Ω,3.75A,2.75A
磁封胶功率电感,FNR6020S2R7NT,6.0*6.0*2.0,2.7uH,0.046Ω,3.9A,2.6A
磁封胶功率电感,FNR6020S3R3NT,6.0*6.0*2.0,3.3uH,0.046Ω,3.15A,2.6A
磁封胶功率电感,FNR6020S3R9NT,6.0*6.0*2.0,3.9uH,0.064Ω,3.25A,2.1A
磁封胶功率电感,FNR6020S4R3NT,6.0*6.0*2.0,4.3uH,0.064Ω,2.7A,2.1A
磁封胶功率电感,FNR6020S4R7NT,6.0*6.0*2.0,4.7uH,0.075Ω,3A,2A
磁封胶功率电感,FNR6020S5R6NT,6.0*6.0*2.0,5.6uH,0.075Ω,2.4A,1.9A
磁封胶功率电感,FNR6020S6R2NT,6.0*6.0*2.0,6.2uH,0.103Ω,2.3A,1.8A
磁封胶功率电感,FNR6020S6R8NT,6.0*6.0*2.0,6.8uH,0.103Ω,2.2A,1.8A
磁封胶功率电感,FNR6020S8R2NT,6.0*6.0*2.0,8.2uH,0.137Ω,2.1A,1.4A
磁封胶功率电感,FNR6020S100MT,6.0*6.0*2.0,10uH,0.137Ω,1.75A,1.4A
磁封胶功率电感,FNR6020S120MT,6.0*6.0*2.0,12uH,0.156Ω,1.45A,1.3A
磁封胶功率电感,FNR6020S150MT,6.0*6.0*2.0,15uH,0.189Ω,1.2A,1.2A
磁封胶功率电感,FNR6020S180MT,6.0*6.0*2.0,18uH,0.234Ω,1.2A,1.08A
磁封胶功率电感,FNR6020S220MT,6.0*6.0*2.0,22uH,0.265Ω,1.05A,1A
磁封胶功率电感,FNR6020S330MT,6.0*6.0*2.0,33uH,0.39Ω,0.95A,0.84A
磁封胶功率电感,FNR6020S470MT,6.0*6.0*2.0,47uH,0.559Ω,0.7A,0.8A
磁封胶功率电感,FNR6020S331MT,6.0*6.0*2.0,330uH,3.419Ω,0.27A,0.33A
磁封胶功率电感,FNR6028SR82NT,6.0*6.0*2.8,0.82uH,0.016Ω,6.5A,5.2A
磁封胶功率电感,FNR6028S1R0NT,6.0*6.0*2.8,1.0uH,0.013Ω,5.75A,5.2A
磁封胶功率电感,FNR6028S1R2NT,6.0*6.0*2.8,1.2uH,0.017Ω,6.4A,4.58A
磁封胶功率电感,FNR6028S1R5NT,6.0*6.0*2.8,1.5uH,0.017Ω,6A,4.58A
磁封胶功率电感,FNR6028S2R2NT,6.0*6.0*2.8,2.2uH,0.026Ω,5.1A,3.75A
磁封胶功率电感,FNR6028S2R7NT,6.0*6.0*2.8,2.7uH,0.026Ω,3.8A,3.75A
磁封胶功率电感,FNR6028S3R3NT,6.0*6.0*2.8,3.3uH,0.033Ω,4.15A,3.48A
磁封胶功率电感,FNR6028S4R7NT,6.0*6.0*2.8,4.7uH,0.039Ω,3A,3.08A
磁封胶功率电感,FNR6028S5R1NT,6.0*6.0*2.8,5.1uH,0.056Ω,3.2A,2.6A
磁封胶功率电感,FNR6028S6R2MT,6.0*6.0*2.8,6.2uH,0.061Ω,3.05A,2.4A
磁封胶功率电感,FNR6028S6R8MT,6.0*6.0*2.8,6.8uH,0.061Ω,2.6A,2.4A
磁封胶功率电感,FNR6028S8R2MT,6.0*6.0*2.8,8.2uH,0.072Ω,2.3A,2.25A
磁封胶功率电感,FNR6028S9R1MT,6.0*6.0*2.8,9.1uH,0.096Ω,2.55A,2.15A
磁封胶功率电感,FNR6028S100MT,6.0*6.0*2.8,10uH,0.094Ω,2.04A,1.95A
磁封胶功率电感,FNR6028S120MT,6.0*6.0*2.8,12uH,0.104Ω,1.8A,1.85A
磁封胶功率电感,FNR6028S150MT,6.0*6.0*2.8,15uH,0.163Ω,1.75A,1.45A
磁封胶功率电感,FNR6028S180MT,6.0*6.0*2.8,18uH,0.156Ω,1.52A,1.45A
磁封胶功率电感,FNR6028S220MT,6.0*6.0*2.8,22uH,0.182Ω,1.45A,1.4A
磁封胶功率电感,FNR6028S270MT,6.0*6.0*2.8,27uH,0.202Ω,1.5A,1.32A
磁封胶功率电感,FNR6028S330MT,6.0*6.0*2.8,33uH,0.241Ω,1.35A,1.22A
磁封胶功率电感,FNR6028S360MT,6.0*6.0*2.8,36uH,0.28Ω,1.25A,1.13A
磁封胶功率电感,FNR6028S390MT,6.0*6.0*2.8,39uH,0.293Ω,1.25A,1.1A
磁封胶功率电感,FNR6028S470MT,6.0*6.0*2.8,47uH,0.41Ω,1.15A,1.06A
磁封胶功率电感,FNR6028S560MT,6.0*6.0*2.8,56uH,0.449Ω,1.05A,0.89A
磁封胶功率电感,FNR6028S680MT,6.0*6.0*2.8,68uH,0.468Ω,0.8A,0.86A
磁封胶功率电感,FNR6028S750MT,6.0*6.0*2.8,75uH,0.533Ω,0.9A,0.81A
磁封胶功率电感,FNR6028S820MT,6.0*6.0*2.8,82uH,0.65Ω,0.8A,0.7A
磁封胶功率电感,FNR6028S101MT,6.0*6.0*2.8,100uH,0.65Ω,0.65A,0.7A
磁封胶功率电感,FNR6028S401MT,6.0*6.0*2.8,400uH,2.808Ω,0.3A,0.4A
磁封胶功率电感,FNR6028S102MT,6.0*6.0*2.8,1000uH,7.54Ω,0.18A,0.23A
磁封胶功率电感,FNR6040S1R0MT,6.0*6.0*4.0,1.0uH,0.01Ω,7.85A,6.3A
磁封胶功率电感,FNR6040S100MT,6.0*6.0*4.0,10uH,0.062Ω,3.2A,2.45A
磁封胶功率电感,FNR6040S120MT,6.0*6.0*4.0,12uH,0.075Ω,2.8A,2.2A
磁封胶功率电感,FNR6040S150MT,6.0*6.0*4.0,15uH,0.088Ω,2.5A,2.05A
磁封胶功率电感,FNR6040S220MT,6.0*6.0*4.0,22uH,0.116Ω,2.05A,1.8A
磁封胶功率电感,FNR6040S330MT,6.0*6.0*4.0,33uH,0.178Ω,1.65A,1.45A
磁封胶功率电感,FNR6040S680MT,6.0*6.0*4.0,68uH,0.37Ω,1.15A,0.95A
磁封胶功率电感,FNR6040S471MT,6.0*6.0*4.0,470uH,2.5Ω,0.42A,0.47A
磁封胶功率电感,FNR6045SR47NT,6.0*6.0*4.5,0.47uH,0.008Ω,15A,6.5A
磁封胶功率电感,FNR6045SR56NT,6.0*6.0*4.5,0.56uH,0.008Ω,14A,6.5A
磁封胶功率电感,FNR6045SR68NT,6.0*6.0*4.5,0.68uH,0.008Ω,11A,5.7A
磁封胶功率电感,FNR6045SR82NT,6.0*6.0*4.5,0.82uH,0.01Ω,10.35A,5.9A
磁封胶功率电感,FNR6045S1R0NT,6.0*6.0*4.5,1.0uH,0.014Ω,9.85A,5.14A
磁封胶功率电感,FNR6045S1R2NT,6.0*6.0*4.5,1.2uH,0.013Ω,8.35A,5.4A
磁封胶功率电感,FNR6045S1R3NT,6.0*6.0*4.5,1.3uH,0.013Ω,8.35A,5.4A
磁封胶功率电感,FNR6045S1R5NT,6.0*6.0*4.5,1.5uH,0.016Ω,8.8A,4.95A
磁封胶功率电感,FNR6045S1R8NT,6.0*6.0*4.5,1.8uH,0.016Ω,7.6A,4.95A
磁封胶功率电感,FNR6045S2R2NT,6.0*6.0*4.5,2.2uH,0.018Ω,6.75A,4.6A
磁封胶功率电感,FNR6045S2R3NT,6.0*6.0*4.5,2.3uH,0.027Ω,6A,3.5A
磁封胶功率电感,FNR6045S2R7NT,6.0*6.0*4.5,2.7uH,0.02Ω,5.75A,4.3A
磁封胶功率电感,FNR6045S3R0NT,6.0*6.0*4.5,3.0uH,0.026Ω,5.6A,3.8A
磁封胶功率电感,FNR6045S3R3NT,6.0*6.0*4.5,3.3uH,0.027Ω,5.9A,3.7A
磁封胶功率电感,FNR6045S3R6NT,6.0*6.0*4.5,3.6uH,0.027Ω,5.25A,3.7A
磁封胶功率电感,FNR6045S4R3MT,6.0*6.0*4.5,4.3uH,0.03Ω,4.45A,3.5A
磁封胶功率电感,FNR6045S4R5MT,6.0*6.0*4.5,4.5uH,0.034Ω,4.97A,3.3A
磁封胶功率电感,FNR6045S4R7MT,6.0*6.0*4.5,4.7uH,0.034Ω,4.97A,3.3A
磁封胶功率电感,FNR6045S5R1MT,6.0*6.0*4.5,5.1uH,0.034Ω,4.4A,3.3A
磁封胶功率电感,FNR6045S5R6MT,6.0*6.0*4.5,5.6uH,0.038Ω,4.15A,3.15A
磁封胶功率电感,FNR6045S6R2MT,6.0*6.0*4.5,6.2uH,0.04Ω,4.43A,3A
磁封胶功率电感,FNR6045S6R3MT,6.0*6.0*4.5,6.3uH,0.04Ω,4.43A,3A
磁封胶功率电感,FNR6045S6R8MT,6.0*6.0*4.5,6.8uH,0.04Ω,3.9A,3A
磁封胶功率电感,FNR6045S7R5MT,6.0*6.0*4.5,7.5uH,0.044Ω,3.5A,2.9A
磁封胶功率电感,FNR6045S8R2MT,6.0*6.0*4.5,8.2uH,0.056Ω,3.9A,2.6A
磁封胶功率电感,FNR6045S9R1MT,6.0*6.0*4.5,9.1uH,0.056Ω,3.35A,2.6A
磁封胶功率电感,FNR6045S100MT,6.0*6.0*4.5,10uH,0.062Ω,3.2A,2.45A
磁封胶功率电感,FNR6045S120MT,6.0*6.0*4.5,12uH,0.075Ω,2.8A,2.2A
磁封胶功率电感,FNR6045S150MT,6.0*6.0*4.5,15uH,0.088Ω,2.5A,2.05A
磁封胶功率电感,FNR6045S180MT,6.0*6.0*4.5,18uH,0.105Ω,2.2A,1.85A
